1460.0000000000	0.0003604834
1460.0100000000	0.0003424421
1460.0200000000	0.0003271909
1460.0300000000	0.0003167593
1460.0400000000	0.0003118166
1460.0500000000	0.0003095832
1460.0600000000	0.0003123015
1460.0700000000	0.0003194384
1460.0800000000	0.0003248321
1460.0900000000	0.0003274793
1460.1000000000	0.0003331119
1460.1100000000	0.0003383555
1460.1200000000	0.0003425399
1460.1300000000	0.0003485718
1460.1400000000	0.0003496380
1460.1500000000	0.0003496601
1460.1600000000	0.0003400018
1460.1700000000	0.0003240864
1460.1800000000	0.0003069121
1460.1900000000	0.0002979289
1460.2000000000	0.0002867101
1460.2100000000	0.0002798532
1460.2200000000	0.0002792098
1460.2300000000	0.0002780876
1460.2400000000	0.0002800019
1460.2500000000	0.0002851492
1460.2600000000	0.0002940627
1460.2700000000	0.0002998961
1460.2800000000	0.0003029380
1460.2900000000	0.0003046098
1460.3000000000	0.0003037411
1460.3100000000	0.0002987611
1460.3200000000	0.0002923041
1460.3300000000	0.0002874583
1460.3400000000	0.0002813707
1460.3500000000	0.0002700119
1460.3600000000	0.0002584864
1460.3700000000	0.0002480806
1460.3800000000	0.0002400342
1460.3900000000	0.0002356242
1460.4000000000	0.0002359560
1460.4100000000	0.0002391142
1460.4200000000	0.0002443085
1460.4300000000	0.0002506388
1460.4400000000	0.0002605334
1460.4500000000	0.0002692146
1460.4600000000	0.0002713168
1460.4700000000	0.0002709555
1460.4800000000	0.0002635416
1460.4900000000	0.0002531450
1460.5000000000	0.0002424341
1460.5100000000	0.0002320881
1460.5200000000	0.0002221472
1460.5300000000	0.0002118540
1460.5400000000	0.0002032252
1460.5500000000	0.0001990574
1460.5600000000	0.0001956168
1460.5700000000	0.0001974798
1460.5800000000	0.0001989706
1460.5900000000	0.0002069261
1460.6000000000	0.0002180308
1460.6100000000	0.0002306014
1460.6200000000	0.0002469638
1460.6300000000	0.0002683778
1460.6400000000	0.0002899389
1460.6500000000	0.0003060324
1460.6600000000	0.0003204277
1460.6700000000	0.0003274503
1460.6800000000	0.0003251629
1460.6900000000	0.0003137422
1460.7000000000	0.0003044218
1460.7100000000	0.0002950056
1460.7200000000	0.0002841259
1460.7300000000	0.0002773319
1460.7400000000	0.0002753896
1460.7500000000	0.0002742585
1460.7600000000	0.0002766557
1460.7700000000	0.0002813358
1460.7800000000	0.0002907129
1460.7900000000	0.0003013364
1460.8000000000	0.0003174382
1460.8100000000	0.0003370813
1460.8200000000	0.0003589289
1460.8300000000	0.0003686177
1460.8400000000	0.0003811371
1460.8500000000	0.0003861482
1460.8600000000	0.0003819553
1460.8700000000	0.0003755367
1460.8800000000	0.0003673234
1460.8900000000	0.0003611991
1460.9000000000	0.0003486481
1460.9100000000	0.0003367360
1460.9200000000	0.0003252451
1460.9300000000	0.0003154028
1460.9400000000	0.0003059930
1460.9500000000	0.0003008013
1460.9600000000	0.0002996627
1460.9700000000	0.0002973145
1460.9800000000	0.0002980888
1460.9900000000	0.0003020013
1461.0000000000	0.0003068048
1461.0100000000	0.0003112691
1461.0200000000	0.0003144306
1461.0300000000	0.0003176679
1461.0400000000	0.0003210288
1461.0500000000	0.0003229240
1461.0600000000	0.0003237137
1461.0700000000	0.0003263742
1461.0800000000	0.0003284289
1461.0900000000	0.0003284803
1461.1000000000	0.0003282793
1461.1100000000	0.0003258696
1461.1200000000	0.0003236416
1461.1300000000	0.0003179691
1461.1400000000	0.0003118307
1461.1500000000	0.0003086155
1461.1600000000	0.0002984689
1461.1700000000	0.0002945234
1461.1800000000	0.0002932500
1461.1900000000	0.0002917967
1461.2000000000	0.0002975334
1461.2100000000	0.0003074709
1461.2200000000	0.0003160923
1461.2300000000	0.0003218903
1461.2400000000	0.0003301556
1461.2500000000	0.0003361516
1461.2600000000	0.0003422191
1461.2700000000	0.0003430302
1461.2800000000	0.0003451821
1461.2900000000	0.0003488348
1461.3000000000	0.0003481667
1461.3100000000	0.0003479485
1461.3200000000	0.0003470673
1461.3300000000	0.0003419089
1461.3400000000	0.0003350833
1461.3500000000	0.0003269509
1461.3600000000	0.0003228301
1461.3700000000	0.0003213378
1461.3800000000	0.0003220399
1461.3900000000	0.0003289132
1461.4000000000	0.0003376165
1461.4100000000	0.0003472000
1461.4200000000	0.0003572610
1461.4300000000	0.0003627600
1461.4400000000	0.0003647884
1461.4500000000	0.0003641136
1461.4600000000	0.0003627123
1461.4700000000	0.0003579542
1461.4800000000	0.0003503820
1461.4900000000	0.0003354291
1461.5000000000	0.0003186648
1461.5100000000	0.0003045335
1461.5200000000	0.0002935299
1461.5300000000	0.0002882097
1461.5400000000	0.0002871266
1461.5500000000	0.0002900752
1461.5600000000	0.0002896935
1461.5700000000	0.0002892377
1461.5800000000	0.0002932740
1461.5900000000	0.0003006417
1461.6000000000	0.0002995346
1461.6100000000	0.0002991119
1461.6200000000	0.0003003015
1461.6300000000	0.0002949472
1461.6400000000	0.0002858030
1461.6500000000	0.0002772311
1461.6600000000	0.0002679674
1461.6700000000	0.0002579443
1461.6800000000	0.0002512476
1461.6900000000	0.0002481857
1461.7000000000	0.0002446488
1461.7100000000	0.0002410384
1461.7200000000	0.0002413077
1461.7300000000	0.0002450225
1461.7400000000	0.0002508706
1461.7500000000	0.0002583115
1461.7600000000	0.0002648348
1461.7700000000	0.0002662728
1461.7800000000	0.0002643326
1461.7900000000	0.0002619162
1461.8000000000	0.0002602952
1461.8100000000	0.0002565997
1461.8200000000	0.0002505562
1461.8300000000	0.0002429030
1461.8400000000	0.0002346730
1461.8500000000	0.0002251563
1461.8600000000	0.0002174800
1461.8700000000	0.0002127553
1461.8800000000	0.0002098265
1461.8900000000	0.0002122522
1461.9000000000	0.0002175186
1461.9100000000	0.0002207008
1461.9200000000	0.0002246516
1461.9300000000	0.0002272413
1461.9400000000	0.0002304093
1461.9500000000	0.0002352499
1461.9600000000	0.0002415371
1461.9700000000	0.0002432775
1461.9800000000	0.0002415595
1461.9900000000	0.0002403832
1462.0000000000	0.0002306967
1462.0100000000	0.0002227993
1462.0200000000	0.0002152727
1462.0300000000	0.0002110407
1462.0400000000	0.0002036881
1462.0500000000	0.0001971793
1462.0600000000	0.0001916247
1462.0700000000	0.0001864855
1462.0800000000	0.0001834342
1462.0900000000	0.0001836667
1462.1000000000	0.0001822258
1462.1100000000	0.0001803954
1462.1200000000	0.0001787408
1462.1300000000	0.0001746829
1462.1400000000	0.0001706266
1462.1500000000	0.0001671603
1462.1600000000	0.0001669300
1462.1700000000	0.0001673610
1462.1800000000	0.0001676014
1462.1900000000	0.0001668151
1462.2000000000	0.0001698421
1462.2100000000	0.0001685969
1462.2200000000	0.0001677401
1462.2300000000	0.0001639579
1462.2400000000	0.0001634611
1462.2500000000	0.0001613093
1462.2600000000	0.0001567544
1462.2700000000	0.0001543680
1462.2800000000	0.0001522615
1462.2900000000	0.0001484326
1462.3000000000	0.0001438939
1462.3100000000	0.0001382657
1462.3200000000	0.0001337950
1462.3300000000	0.0001328476
1462.3400000000	0.0001334222
1462.3500000000	0.0001340121
1462.3600000000	0.0001358837
1462.3700000000	0.0001384314
1462.3800000000	0.0001395492
1462.3900000000	0.0001387348
1462.4000000000	0.0001370747
1462.4100000000	0.0001350872
1462.4200000000	0.0001329957
1462.4300000000	0.0001300575
1462.4400000000	0.0001259661
1462.4500000000	0.0001224207
1462.4600000000	0.0001196688
1462.4700000000	0.0001169171
1462.4800000000	0.0001153483
1462.4900000000	0.0001156583
1462.5000000000	0.0001177240
1462.5100000000	0.0001220947
1462.5200000000	0.0001266571
1462.5300000000	0.0001315910
1462.5400000000	0.0001367985
1462.5500000000	0.0001426665
1462.5600000000	0.0001457555
1462.5700000000	0.0001459682
1462.5800000000	0.0001456584
1462.5900000000	0.0001434395
1462.6000000000	0.0001417694
1462.6100000000	0.0001404332
1462.6200000000	0.0001402922
1462.6300000000	0.0001393457
1462.6400000000	0.0001389596
1462.6500000000	0.0001384588
1462.6600000000	0.0001399211
1462.6700000000	0.0001437271
1462.6800000000	0.0001478047
1462.6900000000	0.0001514369
1462.7000000000	0.0001529094
1462.7100000000	0.0001538747
1462.7200000000	0.0001533850
1462.7300000000	0.0001518192
1462.7400000000	0.0001505217
1462.7500000000	0.0001494954
1462.7600000000	0.0001489312
1462.7700000000	0.0001505088
1462.7800000000	0.0001516159
1462.7900000000	0.0001528740
1462.8000000000	0.0001580531
1462.8100000000	0.0001650207
1462.8200000000	0.0001748575
1462.8300000000	0.0001860465
1462.8400000000	0.0001952383
1462.8500000000	0.0002054591
1462.8600000000	0.0002143100
1462.8700000000	0.0002179975
1462.8800000000	0.0002168479
1462.8900000000	0.0002127481
1462.9000000000	0.0002093971
1462.9100000000	0.0002044229
1462.9200000000	0.0001973915
1462.9300000000	0.0001919916
1462.9400000000	0.0001897905
1462.9500000000	0.0001889762
1462.9600000000	0.0001904996
1462.9700000000	0.0001961508
1462.9800000000	0.0002064170
1462.9900000000	0.0002189123
1463.0000000000	0.0002296968
1463.0100000000	0.0002393492
1463.0200000000	0.0002473146
1463.0300000000	0.0002489440
1463.0400000000	0.0002442600
1463.0500000000	0.0002354077
1463.0600000000	0.0002243358
1463.0700000000	0.0002132576
1463.0800000000	0.0002022477
1463.0900000000	0.0001920646
1463.1000000000	0.0001865476
1463.1100000000	0.0001849573
1463.1200000000	0.0001862415
1463.1300000000	0.0001913606
1463.1400000000	0.0001962832
1463.1500000000	0.0002022897
1463.1600000000	0.0002106824
1463.1700000000	0.0002212359
1463.1800000000	0.0002309336
1463.1900000000	0.0002375121
1463.2000000000	0.0002419773
1463.2100000000	0.0002400770
1463.2200000000	0.0002316605
1463.2300000000	0.0002221502
1463.2400000000	0.0002111642
1463.2500000000	0.0002020070
1463.2600000000	0.0001958893
1463.2700000000	0.0001919689
1463.2800000000	0.0001918350
1463.2900000000	0.0001963755
1463.3000000000	0.0002025747
1463.3100000000	0.0002095652
1463.3200000000	0.0002191148
1463.3300000000	0.0002372898
1463.3400000000	0.0002566219
1463.3500000000	0.0002712800
1463.3600000000	0.0002778819
1463.3700000000	0.0002791104
1463.3800000000	0.0002752914
1463.3900000000	0.0002599262
1463.4000000000	0.0002405542
1463.4100000000	0.0002249111
1463.4200000000	0.0002122746
1463.4300000000	0.0002008384
1463.4400000000	0.0001933510
1463.4500000000	0.0001898466
1463.4600000000	0.0001890695
1463.4700000000	0.0001940815
1463.4800000000	0.0002039463
1463.4900000000	0.0002165638
1463.5000000000	0.0002345856
1463.5100000000	0.0002541734
1463.5200000000	0.0002715817
1463.5300000000	0.0002859165
1463.5400000000	0.0002929023
1463.5500000000	0.0002933196
1463.5600000000	0.0002865711
1463.5700000000	0.0002733557
1463.5800000000	0.0002561304
1463.5900000000	0.0002425579
1463.6000000000	0.0002324434
1463.6100000000	0.0002254623
1463.6200000000	0.0002228433
1463.6300000000	0.0002253129
1463.6400000000	0.0002337116
1463.6500000000	0.0002461153
1463.6600000000	0.0002590475
1463.6700000000	0.0002739474
1463.6800000000	0.0002873631
1463.6900000000	0.0002979511
1463.7000000000	0.0003028515
1463.7100000000	0.0002951605
1463.7200000000	0.0002782708
1463.7300000000	0.0002553639
1463.7400000000	0.0002286076
1463.7500000000	0.0002032501
1463.7600000000	0.0001829326
1463.7700000000	0.0001696318
1463.7800000000	0.0001631430
1463.7900000000	0.0001603640
1463.8000000000	0.0001620437
1463.8100000000	0.0001674224
1463.8200000000	0.0001752182
1463.8300000000	0.0001852148
1463.8400000000	0.0001945856
1463.8500000000	0.0002019054
1463.8600000000	0.0002068452
1463.8700000000	0.0002062312
1463.8800000000	0.0001994861
1463.8900000000	0.0001872377
1463.9000000000	0.0001718100
1463.9100000000	0.0001567742
1463.9200000000	0.0001431381
1463.9300000000	0.0001296187
1463.9400000000	0.0001185115
1463.9500000000	0.0001115279
1463.9600000000	0.0001071503
1463.9700000000	0.0001064434
1463.9800000000	0.0001097853
1463.9900000000	0.0001166594
